475 13289
114 137 0.0770786403
114 149 0.0341420674
114 170 0.0217580675
114 185 0.0217580675
114 188 0.0217580675
114 204 0.0217580675
114 208 0.0341420674
114 242 0.0217580675
114 269 0.0217580675
114 315 0.0217580675
114 324 0.0217580675
114 369 0.0217580675
114 383 0.0217580675
114 420 0.0217580675
114 431 0.0217580675
114 442 0.0341420674
114 472 0.0217580675
191 103 0.0414363870
191 132 0.0414363870
191 134 0.0414363870
191 137 0.1020283528
191 143 0.0414363870
191 190 0.0414363870
191 192 0.0414363870
191 208 0.1179539215
191 269 0.0414363870
191 301 0.0414363870
191 318 0.0414363870
191 324 0.0414363870
191 382 0.0414363870
191 385 0.0414363870
191 420 0.0414363870
191 430 0.0414363870
380 103 0.0203215185
380 133 0.0203215185
380 134 0.0203215185
380 137 0.0203215185
380 143 0.0203215185
380 161 0.0203215185
380 185 0.0318878806
380 188 0.0203215185
380 190 0.0203215185
380 192 0.0203215185
380 208 0.0318878806
380 214 0.0203215185
380 234 0.0203215185
380 242 0.0203215185
380 244 0.0203215185
380 245 0.0203215185
380 265 0.0203215185
380 269 0.0203215185
380 273 0.0203215185
380 276 0.0203215185
380 290 0.0318878806
380 295 0.0203215185
380 301 0.0318878806
380 322 0.0578477752
380 323 0.0203215185
380 329 0.0203215185
380 333 0.0203215185
380 335 0.0203215185
380 336 0.0203215185
380 350 0.0203215185
380 351 0.0203215185
380 370 0.0203215185
380 382 0.0203215185
380 385 0.0203215185
380 386 0.0203215185
380 389 0.0203215185
380 399 0.0203215185
380 417 0.0203215185
380 441 0.0415035240
380 442 0.0318878806
380 448 0.0318878806
380 452 0.0203215185
266 80 0.0540625462
266 95 0.0344529964
266 113 0.0344529964
266 132 0.0344529964
266 137 0.0344529964
266 167 0.0703648578
266 169 0.0344529964
266 190 0.0344529964
266 192 0.0344529964
266 213 0.1220508264
266 242 0.0344529964
266 245 0.0540625462
266 272 0.0344529964
266 318 0.0344529964
266 322 0.1104142969
266 324 0.0344529964
266 335 0.0344529964
266 359 0.0344529964
266 385 0.0344529964
266 399 0.0344529964
266 405 0.0540625462
266 421 0.0344529964
266 428 0.0344529964
266 451 0.0540625462
266 452 0.0540625462
399 80 0.0267981097
399 89 0.0267981097
399 97 0.0267981097
399 101 0.0420507415
399 103 0.0420507415
399 104 0.1197027590
399 105 0.0547309487
399 112 0.0762842118
399 113 0.0267981097
399 114 0.0762842118
399 116 0.0420507415
399 118 0.0267981097
399 124 0.0267981097
399 129 0.0420507415
399 130 0.0267981097
399 131 0.0267981097
399 132 0.0547309487
399 134 0.0420507415
399 137 0.0267981097
399 140 0.0858820640
399 141 0.0267981097
399 143 0.0420507415
399 144 0.0547309487
399 145 0.0420507415
399 159 0.0267981097
399 161 0.0547309487
399 175 0.1117794045
399 185 0.0267981097
399 188 0.0420507415
399 190 0.0547309487
399 191 0.0267981097
399 198 0.0659846861
399 200 0.0659846861
399 203 0.0267981097
399 208 0.0420507415
399 209 0.0267981097
399 218 0.0267981097
399 223 0.0858820640
399 233 0.0547309487
399 241 0.0267981097
399 242 0.0267981097
399 244 0.0420507415
399 245 0.0420507415
399 246 0.0858820640
399 251 0.0420507415
399 255 0.0547309487
399 257 0.0267981097
399 261 0.0267981097
399 269 0.0547309487
399 271 0.0762842118
399 276 0.0659846861
399 277 0.0762842118
399 283 0.0267981097
399 294 0.0547309487
399 295 0.0547309487
399 301 0.0547309487
399 302 0.0420507415
399 306 0.0949331489
399 307 0.0267981097
399 309 0.0267981097
399 322 0.1035410708
399 324 0.0267981097
399 328 0.0267981097
399 335 0.0949331489
399 336 0.0547309487
399 339 0.0420507415
399 340 0.0420507415
399 343 0.0659846861
399 344 0.0547309487
399 350 0.0547309487
399 359 0.0267981097
399 370 0.0858820640
399 380 0.0420507415
399 383 0.0420507415
399 384 0.0762842118
399 388 0.0420507415
399 417 0.0267981097
399 426 0.0547309487
399 427 0.0267981097
399 428 0.1197027590
399 429 0.0267981097
399 432 0.0547309487
399 452 0.0858820640
399 458 0.0267981097
399 462 0.0420507415
399 464 0.0420507415
399 468 0.0547309487
399 472 0.0267981097
399 473 0.0267981097
310 95 0.0462912610
310 132 0.0462912610
310 188 0.0945426622
310 192 0.1317739349
310 206 0.0462912610
310 249 0.0462912610
310 257 0.0462912610
310 260 0.0462912610
310 271 0.0462912610
310 283 0.0462912610
310 314 0.0462912610
310 333 0.0945426622
310 335 0.0462912610
310 385 0.0462912610
310 409 0.0462912610
310 418 0.0462912610
310 429 0.0726387746
310 441 0.0462912610
310 452 0.1483533387
310 468 0.0945426622
328 92 0.0752610099
328 99 0.0479623600
328 106 0.0479623600
328 132 0.0479623600
328 192 0.1365309296
328 206 0.0479623600
328 249 0.0979556205
328 257 0.2000590378
328 261 0.0479623600
328 309 0.0479623600
328 310 0.1853143438
328 322 0.0479623600
328 335 0.0479623600
328 338 0.0479623600
328 344 0.0752610099
328 394 0.0479623600
328 417 0.0479623600
328 429 0.0979556205
328 441 0.0979556205
328 468 0.0752610099
328 472 0.0479623600
141 112 0.0369251282
141 125 0.0369251282
141 129 0.0369251282
141 132 0.0369251282
141 137 0.0369251282
141 143 0.0369251282
141 192 0.0369251282
141 231 0.0369251282
141 244 0.0369251282
141 245 0.0369251282
141 306 0.0369251282
141 322 0.0754138003
141 335 0.0369251282
141 339 0.0369251282
141 350 0.0369251282
141 382 0.0369251282
141 385 0.0369251282
141 386 0.0369251282
141 399 0.0369251282
141 426 0.0369251282
339 103 0.0243816050
339 105 0.0243816050
339 112 0.0243816050
339 130 0.0243816050
339 132 0.0243816050
339 134 0.0243816050
339 141 0.0382588392
339 144 0.0243816050
339 161 0.0243816050
339 188 0.0243816050
339 190 0.0243816050
339 191 0.0243816050
339 192 0.0243816050
339 198 0.0243816050
339 208 0.0243816050
339 216 0.0243816050
339 220 0.0243816050
339 242 0.0243816050
339 244 0.0243816050
339 246 0.0600345536
339 318 0.0600345536
339 322 0.0382588392
339 324 0.0382588392
339 350 0.0243816050
339 385 0.0243816050
339 386 0.0243816050
339 389 0.0694053253
339 407 0.0243816050
339 435 0.0243816050
121 92 0.0306586663
121 139 0.0195381644
121 147 0.0195381644
121 254 0.0195381644
121 313 0.0195381644
121 321 0.0195381644
121 365 0.0195381644
121 407 0.0195381644
121 416 0.0306586663
121 467 0.0195381644
438 92 0.0391895831
438 107 0.0800385955
438 109 0.0391895831
438 111 0.0391895831
438 126 0.0391895831
438 128 0.0391895831
438 148 0.0391895831
438 155 0.0614950474
438 156 0.1115581097
438 177 0.0391895831
438 187 0.0391895831
438 197 0.0614950474
438 210 0.0614950474
438 212 0.0391895831
438 214 0.0391895831
438 232 0.0391895831
438 254 0.0614950474
438 274 0.0800385955
438 325 0.0391895831
438 367 0.0391895831
438 381 0.0964960727
438 392 0.0391895831
438 393 0.0800385955
438 408 0.0391895831
438 433 0.0391895831
438 446 0.0800385955
438 460 0.0391895831
438 461 0.0614950474
438 469 0.0391895831
238 89 0.0580992037
238 101 0.0284473204
238 103 0.0284473204
238 116 0.0284473204
238 132 0.0284473204
238 137 0.0284473204
238 145 0.0446386304
238 190 0.0284473204
238 192 0.0284473204
238 208 0.0284473204
238 219 0.0284473204
238 234 0.0284473204
238 242 0.0284473204
238 269 0.0284473204
238 283 0.0911674226
238 295 0.0446386304
238 301 0.0446386304
238 302 0.0284473204
238 322 0.1007755299
238 331 0.0284473204
238 335 0.0700455192
238 350 0.0446386304
238 354 0.0446386304
238 382 0.0284473204
238 385 0.0284473204
238 452 0.0284473204
238 464 0.0284473204
360 89 0.0850403911
360 103 0.0416386301
360 105 0.0416386301
360 113 0.0416386301
360 129 0.0416386301
360 140 0.0416386301
360 143 0.0416386301
360 190 0.0416386301
360 208 0.1025263338
360 242 0.0653380141
360 248 0.0416386301
360 269 0.0653380141
360 322 0.0416386301
360 343 0.0416386301
360 382 0.0416386301
360 385 0.0416386301
360 442 0.0416386301
360 461 0.0416386301
471 7 0.0462912610
471 89 0.0726387746
471 132 0.0462912610
471 141 0.0726387746
471 168 0.0945426622
471 192 0.0462912610
471 208 0.0462912610
471 211 0.0462912610
471 242 0.0462912610
471 269 0.0462912610
471 281 0.0462912610
471 311 0.0726387746
471 335 0.0462912610
471 344 0.0462912610
471 384 0.0462912610
471 385 0.0462912610
471 386 0.0462912610
471 408 0.0726387746
471 452 0.0462912610
103 91 0.0390160889
103 137 0.0390160889
103 192 0.0796842608
103 253 0.0390160889
103 322 0.0796842608
103 324 0.0390160889
103 335 0.0390160889
103 343 0.0390160889
103 382 0.0390160889
103 385 0.0390160889
103 399 0.0390160889
181 92 0.0232492293
181 143 0.0232492293
181 167 0.0232492293
181 197 0.0364819511
181 208 0.0232492293
181 217 0.0232492293
181 266 0.0232492293
181 284 0.0232492293
181 312 0.0232492293
181 316 0.0232492293
181 326 0.0232492293
181 437 0.0232492293
181 444 0.0232492293
181 452 0.0232492293
388 92 0.0997831351
388 103 0.0488571725
388 112 0.0488571725
388 132 0.0488571725
388 171 0.0997831351
388 190 0.0488571725
388 192 0.0488571725
388 208 0.0488571725
388 269 0.0488571725
388 312 0.0766651212
388 344 0.0766651212
388 347 0.0997831351
388 350 0.0488571725
388 382 0.0488571725
388 385 0.0766651212
388 386 0.0488571725
388 387 0.0766651212
388 389 0.0488571725
388 399 0.0766651212
388 469 0.0488571725
93 103 0.0501187234
93 125 0.0501187234
93 132 0.0501187234
93 134 0.0501187234
93 141 0.0501187234
93 162 0.1023596555
93 190 0.0501187234
93 208 0.0501187234
93 245 0.0501187234
93 322 0.0786447067
93 385 0.0501187234
93 410 0.0501187234
93 462 0.0501187234
208 95 0.0329100325
208 106 0.0516413763
208 112 0.0516413763
208 113 0.0329100325
208 114 0.0329100325
208 137 0.0936825739
208 140 0.0329100325
208 143 0.0516413763
208 150 0.0516413763
208 159 0.0672135953
208 175 0.0329100325
208 185 0.0329100325
208 188 0.0936825739
208 190 0.0516413763
208 191 0.0329100325
208 192 0.0329100325
208 199 0.0329100325
208 209 0.0329100325
208 211 0.0329100325
208 214 0.0329100325
208 223 0.0329100325
208 237 0.0516413763
208 238 0.0329100325
208 244 0.0329100325
208 246 0.0516413763
208 255 0.0516413763
208 261 0.0329100325
208 269 0.0672135953
208 271 0.0329100325
208 272 0.0329100325
208 276 0.0329100325
208 288 0.0329100325
208 294 0.0329100325
208 301 0.0329100325
208 302 0.0329100325
208 312 0.0329100325
208 322 0.0516413763
208 324 0.0516413763
208 335 0.0810340053
208 351 0.0329100325
208 354 0.0329100325
208 359 0.0329100325
208 360 0.0516413763
208 370 0.0516413763
208 380 0.0329100325
208 386 0.0329100325
208 399 0.0329100325
208 406 0.0516413763
208 407 0.0329100325
208 409 0.1165848283
208 417 0.0516413763
208 418 0.0329100325
208 420 0.0329100325
208 427 0.0329100325
208 440 0.0329100325
208 441 0.0516413763
208 457 0.0329100325
208 459 0.0516413763
208 464 0.0329100325
208 468 0.0329100325
208 470 0.0516413763
195 54 0.0155713401
195 94 0.0155713401
195 111 0.0155713401
195 126 0.0318020273
195 149 0.0318020273
195 156 0.0155713401
195 157 0.0244340516
195 166 0.0155713401
195 193 0.0155713401
195 212 0.0155713401
195 215 0.0601636923
195 222 0.0383411367
195 236 0.0155713401
195 254 0.0155713401
195 264 0.0155713401
195 278 0.0155713401
195 286 0.0155713401
195 303 0.0244340516
195 315 0.0244340516
195 327 0.0155713401
195 379 0.0155713401
195 400 0.0155713401
195 401 0.0244340516
195 446 0.0244340516
264 92 0.0404613510
264 94 0.0996275325
264 109 0.0634906652
264 126 0.0634906652
264 133 0.0404613510
264 142 0.0404613510
264 156 0.1151783579
264 160 0.0404613510
264 165 0.0404613510
264 171 0.0634906652
264 195 0.0404613510
264 197 0.1296697557
264 205 0.0634906652
264 215 0.0634906652
264 252 0.0404613510
264 254 0.0634906652
264 272 0.0404613510
264 312 0.0634906652
264 327 0.0634906652
264 332 0.0404613510
264 349 0.0404613510
264 367 0.0404613510
264 373 0.0826359826
264 374 0.0404613510
264 395 0.0634906652
264 424 0.0634906652
264 431 0.0826359826
264 438 0.0404613510
264 439 0.0404613510
264 442 0.0404613510
264 446 0.0634906652
264 455 0.0826359826
264 461 0.0404613510
104 95 0.0399952406
104 103 0.0254881795
104 127 0.0627592596
104 137 0.0254881795
104 140 0.0520556211
104 141 0.0254881795
104 143 0.0399952406
104 192 0.0254881795
104 208 0.0254881795
104 218 0.0254881795
104 269 0.0399952406
104 276 0.0254881795
104 292 0.0399952406
104 294 0.0254881795
104 322 0.0520556211
104 372 0.0254881795
104 385 0.0254881795
104 386 0.0254881795
104 399 0.0399952406
104 428 0.0254881795
106 95 0.0384238851
106 140 0.0244867856
106 151 0.0244867856
106 208 0.0384238851
106 211 0.0244867856
106 233 0.0384238851
106 239 0.0244867856
106 244 0.0384238851
106 245 0.0384238851
106 249 0.0384238851
106 257 0.1163689252
106 281 0.0384238851
106 350 0.0244867856
106 385 0.0244867856
106 417 0.0244867856
200 113 0.0380146127
200 129 0.0380146127
200 134 0.0596513212
200 143 0.0776389021
200 189 0.0380146127
200 190 0.0380146127
200 208 0.0380146127
200 322 0.0380146127
200 333 0.0380146127
200 336 0.0380146127
200 350 0.0380146127
200 354 0.0380146127
200 383 0.0380146127
200 385 0.0380146127
200 399 0.0776389021
200 406 0.0380146127
200 407 0.0380146127
200 409 0.0596513212
200 417 0.0380146127
206 95 0.0976592341
206 132 0.0304729852
206 144 0.0304729852
206 150 0.0304729852
206 175 0.0478172392
206 188 0.0304729852
206 192 0.0304729852
206 208 0.0304729852
206 244 0.0304729852
206 245 0.0478172392
206 246 0.0304729852
206 261 0.0478172392
206 269 0.0304729852
206 271 0.0304729852
206 276 0.0622363073
206 310 0.0304729852
206 322 0.0304729852
206 335 0.0622363073
206 385 0.0304729852
206 399 0.0304729852
206 409 0.0304729852
206 427 0.0304729852
206 452 0.0304729852
206 470 0.0304729852
248 113 0.0399036457
248 116 0.0399036457
248 130 0.0399036457
248 133 0.0399036457
248 134 0.0399036457
248 137 0.0626155318
248 143 0.0399036457
248 161 0.0399036457
248 192 0.0399036457
248 200 0.0399036457
248 238 0.0399036457
248 244 0.0626155318
248 246 0.0626155318
248 269 0.0626155318
248 322 0.0399036457
248 338 0.0399036457
248 343 0.0399036457
248 350 0.0399036457
248 354 0.0399036457
248 382 0.0399036457
248 385 0.0626155318
248 389 0.0626155318
248 417 0.0399036457
248 435 0.0399036457
248 472 0.0399036457
261 102 0.0514663890
261 150 0.0327985165
261 188 0.0327985165
261 192 0.0514663890
261 199 0.0327985165
261 214 0.0514663890
261 223 0.0327985165
261 244 0.0327985165
261 276 0.0327985165
261 314 0.0327985165
261 322 0.0669858414
261 351 0.0514663890
261 382 0.0327985165
261 385 0.0327985165
261 386 0.0327985165
261 399 0.0327985165
261 418 0.0327985165
261 426 0.0514663890
261 427 0.0327985165
261 428 0.1051120519
261 437 0.0327985165
307 95 0.0386748756
307 97 0.0386748756
307 113 0.0386748756
307 116 0.0386748756
307 130 0.0386748756
307 132 0.0606873848
307 143 0.0386748756
307 151 0.0386748756
307 175 0.0952287141
307 190 0.0386748756
307 192 0.0386748756
307 200 0.0386748756
307 234 0.0606873848
307 244 0.0386748756
307 248 0.0606873848
307 271 0.0606873848
307 277 0.0606873848
307 294 0.0386748756
307 303 0.0386748756
307 314 0.0386748756
307 322 0.0789873859
307 382 0.0386748756
307 389 0.0386748756
307 399 0.0789873859
307 417 0.0386748756
307 429 0.0789873859
307 452 0.0386748756
324 8 0.0210086800
324 101 0.0210086800
324 105 0.0210086800
324 113 0.0210086800
324 116 0.0210086800
324 143 0.0429069438
324 150 0.0210086800
324 161 0.0210086800
324 188 0.0210086800
324 190 0.0329661525
324 192 0.0210086800
324 198 0.0598038672
324 208 0.0210086800
324 242 0.0329661525
324 244 0.0429069438
324 246 0.0429069438
324 250 0.0210086800
324 257 0.0429069438
324 261 0.0210086800
324 269 0.0517294380
324 301 0.0210086800
324 318 0.0210086800
324 335 0.0210086800
324 338 0.0210086800
324 339 0.0210086800
324 350 0.0329661525
324 384 0.0329661525
324 385 0.0329661525
324 389 0.0210086800
324 419 0.0210086800
324 430 0.0210086800
324 433 0.0210086800
324 440 0.0210086800
324 441 0.0210086800
204 96 0.0430171029
204 111 0.0274139528
204 121 0.0274139528
204 134 0.0274139528
204 135 0.0274139528
204 160 0.0274139528
204 177 0.0274139528
204 193 0.0274139528
204 225 0.0274139528
204 232 0.0430171029
204 252 0.0274139528
204 254 0.0274139528
204 331 0.0274139528
204 431 0.0274139528
204 454 0.0274139528
267 109 0.0406516889
267 110 0.0406516889
267 111 0.0830247180
267 119 0.0637893374
267 160 0.0406516889
267 193 0.0406516889
267 205 0.0830247180
267 223 0.0406516889
267 254 0.0406516889
267 341 0.0406516889
267 368 0.0406516889
267 373 0.0406516889
267 387 0.0406516889
267 431 0.0830247180
267 469 0.0406516889
453 117 0.0226224014
453 139 0.0226224014
453 149 0.0226224014
453 215 0.0354983528
453 229 0.0226224014
453 254 0.0226224014
453 262 0.0354983528
453 263 0.0226224014
453 275 0.0354983528
453 303 0.0226224014
453 304 0.0226224014
453 313 0.0226224014
453 315 0.0226224014
453 369 0.0226224014
453 446 0.0226224014
98 8 0.0357724732
98 103 0.0357724732
98 124 0.0561330272
98 129 0.0357724732
98 132 0.0357724732
98 134 0.0880821610
98 190 0.0357724732
98 191 0.0357724732
98 192 0.0357724732
98 200 0.0357724732
98 201 0.0357724732
98 208 0.0357724732
98 237 0.0357724732
98 242 0.0357724732
98 257 0.0357724732
98 269 0.1146429307
98 304 0.0357724732
98 323 0.0357724732
98 324 0.0357724732
98 336 0.0880821610
98 351 0.0561330272
98 360 0.0357724732
98 369 0.0357724732
98 370 0.0357724732
98 382 0.0357724732
98 385 0.0357724732
98 388 0.0357724732
98 406 0.0561330272
98 417 0.0561330272
98 452 0.0730596828
129 98 0.0445176458
129 124 0.0445176458
129 137 0.0445176458
129 141 0.0445176458
129 143 0.0698556740
129 163 0.0909203305
129 175 0.0445176458
129 200 0.0445176458
129 208 0.0445176458
129 239 0.1720048456
129 255 0.0698556740
129 269 0.0698556740
129 275 0.0445176458
129 277 0.0698556740
129 288 0.0445176458
129 314 0.0445176458
129 322 0.1988530196
129 335 0.0445176458
129 360 0.0445176458
129 377 0.0698556740
129 382 0.0445176458
129 417 0.0698556740
129 452 0.0698556740
129 464 0.0445176458
304 91 0.0223666291
304 139 0.0223666291
304 147 0.0223666291
304 216 0.0223666291
304 229 0.0223666291
304 268 0.0223666291
304 279 0.0223666291
304 283 0.0223666291
304 303 0.0223666291
304 305 0.0223666291
304 312 0.0456803425
304 320 0.0223666291
304 339 0.0350970030
304 346 0.0223666291
304 372 0.0223666291
304 375 0.0350970030
304 427 0.0350970030
304 453 0.0350970030
304 465 0.0223666291
346 88 0.0227093208
346 99 0.0227093208
346 107 0.0227093208
346 111 0.0356347439
346 113 0.0227093208
346 122 0.0227093208
346 126 0.0227093208
346 128 0.0227093208
346 130 0.0227093208
346 135 0.0227093208
346 136 0.0463802367
346 139 0.0227093208
346 145 0.0227093208
346 148 0.0227093208
346 149 0.0227093208
346 155 0.0227093208
346 160 0.0227093208
346 162 0.0227093208
346 176 0.0227093208
346 184 0.0227093208
346 189 0.0227093208
346 197 0.0356347439
346 207 0.0227093208
346 210 0.0356347439
346 214 0.0227093208
346 215 0.0227093208
346 234 0.0227093208
346 254 0.0356347439
346 259 0.0227093208
346 268 0.0804484852
346 269 0.0227093208
346 271 0.0646449565
346 286 0.0227093208
346 292 0.0227093208
346 308 0.0227093208
346 315 0.0646449565
346 316 0.0227093208
346 317 0.0227093208
346 325 0.0227093208
346 332 0.0227093208
346 367 0.0356347439
346 368 0.0227093208
346 381 0.0227093208
346 387 0.0356347439
346 389 0.0227093208
346 400 0.0227093208
346 401 0.0356347439
346 403 0.0227093208
346 408 0.0227093208
346 421 0.0356347439
346 439 0.0463802367
346 460 0.0227093208
420 94 0.0163750383
420 137 0.0256951893
420 148 0.0334434552
420 153 0.0163750383
420 170 0.0163750383
420 174 0.0256951893
420 182 0.0163750383
420 185 0.0256951893
420 188 0.0163750383
420 191 0.0163750383
420 192 0.0403200739
420 207 0.0256951893
420 208 0.0334434552
420 223 0.0683030278
420 224 0.0778193449
420 229 0.0256951893
420 236 0.0163750383
420 254 0.0163750383
420 303 0.0163750383
420 318 0.0163750383
420 382 0.0163750383
420 393 0.0163750383
420 430 0.0163750383
420 431 0.0163750383
420 446 0.0256951893
420 460 0.0334434552
100 102 0.0257251116
100 115 0.0257251116
100 136 0.0403670270
100 169 0.0257251116
100 199 0.0911320194
100 229 0.0403670270
100 236 0.0257251116
100 251 0.0633426549
100 255 0.0257251116
100 283 0.0257251116
100 335 0.0824433405
100 358 0.0257251116
100 364 0.0403670270
100 383 0.0257251116
100 398 0.0257251116
100 424 0.0257251116
100 466 0.0403670270
115 92 0.0494777439
115 103 0.0494777439
115 111 0.0494777439
115 143 0.1010505552
115 179 0.0494777439
115 325 0.0776389021
115 350 0.0494777439
115 467 0.0494777439
101 105 0.1063154662
101 113 0.0725553297
101 125 0.0399952406
101 132 0.0627592596
101 134 0.0399952406
101 137 0.0254881795
101 140 0.0254881795
101 143 0.0254881795
101 150 0.0254881795
101 158 0.0254881795
101 161 0.0399952406
101 174 0.0254881795
101 190 0.0254881795
101 192 0.0254881795
101 198 0.0254881795
101 208 0.0254881795
101 220 0.0520556211
101 242 0.0254881795
101 244 0.0399952406
101 246 0.0254881795
101 260 0.0399952406
101 269 0.0816840250
101 322 0.0520556211
101 324 0.0254881795
101 333 0.0254881795
101 350 0.0254881795
101 360 0.0254881795
101 385 0.0254881795
101 386 0.0254881795
101 389 0.0520556211
101 399 0.0254881795
101 428 0.0254881795
101 452 0.0254881795
101 468 0.0254881795
140 103 0.0191317968
140 104 0.0191317968
140 112 0.0191317968
140 113 0.0191317968
140 127 0.0191317968
140 134 0.0191317968
140 143 0.0300210071
140 208 0.0191317968
140 211 0.0191317968
140 218 0.0191317968
140 237 0.0191317968
140 242 0.0191317968
140 246 0.0191317968
140 269 0.0300210071
140 322 0.0300210071
140 324 0.0191317968
140 343 0.0191317968
140 385 0.0191317968
140 387 0.0471080096
140 417 0.0191317968
150 92 0.0303812097
150 105 0.0303812097
150 111 0.0620488701
150 113 0.0620488701
150 116 0.0303812097
150 130 0.0476732279
150 132 0.0476732279
150 151 0.0303812097
150 188 0.0303812097
150 190 0.0303812097
150 192 0.0303812097
150 208 0.0476732279
150 220 0.0476732279
150 242 0.0303812097
150 244 0.0303812097
150 261 0.0303812097
150 276 0.0303812097
150 318 0.0303812097
150 324 0.0620488701
150 350 0.0620488701
150 354 0.0303812097
150 371 0.0303812097
150 382 0.0303812097
150 386 0.0303812097
150 389 0.0476732279
150 435 0.0476732279
158 103 0.0366281716
158 132 0.0366281716
158 188 0.0366281716
158 190 0.0366281716
158 192 0.0366281716
158 208 0.0574757620
158 220 0.0366281716
158 242 0.0366281716
158 244 0.0366281716
158 246 0.0366281716
158 248 0.0574757620
158 269 0.0748073131
158 322 0.0366281716
158 335 0.0366281716
158 338 0.0366281716
158 339 0.0366281716
158 349 0.0366281716
158 354 0.0366281716
158 382 0.0366281716
158 385 0.0366281716
158 389 0.0366281716
158 418 0.0366281716
158 428 0.0366281716
158 440 0.0366281716
198 17 0.0280297187
198 62 0.0178627879
198 101 0.0178627879
198 102 0.0178627879
198 113 0.0178627879
198 116 0.0364819511
198 133 0.0178627879
198 134 0.0439833431
198 144 0.0178627879
198 175 0.0178627879
198 192 0.0178627879
198 211 0.0280297187
198 218 0.0178627879
198 228 0.0178627879
198 244 0.0280297187
198 245 0.0178627879
198 248 0.0178627879
198 271 0.0178627879
198 306 0.0178627879
198 318 0.0280297187
198 322 0.0632794896
198 324 0.0178627879
198 339 0.0178627879
198 350 0.0280297187
198 354 0.0178627879
198 362 0.0178627879
198 370 0.0178627879
198 372 0.0178627879
198 388 0.0178627879
198 396 0.0178627879
198 399 0.0439833431
198 407 0.0178627879
198 432 0.0178627879
198 435 0.0178627879
198 447 0.0178627879
198 459 0.0178627879
198 470 0.0178627879
333 8 0.0385070884
333 173 0.0604240984
333 190 0.0385070884
333 192 0.0385070884
333 200 0.0385070884
333 214 0.0385070884
333 229 0.0385070884
333 253 0.0385070884
333 265 0.0385070884
333 269 0.0604240984
333 322 0.0786447067
333 350 0.0385070884
333 380 0.0385070884
333 382 0.0385070884
333 385 0.0385070884
333 399 0.0385070884
333 441 0.0385070884
333 452 0.0385070884
333 466 0.0604240984
333 472 0.0385070884
175 97 0.0207268240
175 103 0.0207268240
175 105 0.0207268240
175 113 0.0325238730
175 120 0.0207268240
175 129 0.0207268240
175 130 0.0207268240
175 132 0.0207268240
175 134 0.0325238730
175 137 0.0207268240
175 149 0.0207268240
175 150 0.0207268240
175 190 0.0207268240
175 192 0.0423312970
175 198 0.0207268240
175 200 0.0207268240
175 206 0.0207268240
175 208 0.0325238730
175 211 0.0207268240
175 220 0.0325238730
175 242 0.0207268240
175 245 0.0207268240
175 246 0.0207268240
175 251 0.0207268240
175 261 0.0207268240
175 268 0.0207268240
175 269 0.0325238730
175 271 0.0325238730
175 272 0.0207268240
175 277 0.0510354271
175 289 0.0510354271
175 294 0.0207268240
175 305 0.0207268240
175 307 0.0325238730
175 312 0.0207268240
175 322 0.0325238730
175 324 0.0423312970
175 335 0.0590015284
175 351 0.0207268240
175 366 0.0325238730
175 382 0.0207268240
175 385 0.0207268240
175 386 0.0207268240
175 399 0.0207268240
175 417 0.0207268240
175 421 0.0207268240
175 426 0.0207268240
175 429 0.0423312970
175 452 0.0325238730
175 462 0.0207268240
175 465 0.0207268240
276 98 0.0229303798
276 104 0.0229303798
276 127 0.0229303798
276 130 0.0229303798
276 132 0.0229303798
276 137 0.0359816227
276 150 0.0229303798
276 155 0.0229303798
276 159 0.0229303798
276 164 0.0229303798
276 188 0.0359816227
276 190 0.0468317152
276 206 0.0359816227
276 220 0.0229303798
276 246 0.0229303798
276 261 0.0229303798
276 269 0.0734868380
276 271 0.0229303798
276 277 0.0229303798
276 290 0.0229303798
276 322 0.0885971476
276 324 0.0229303798
276 335 0.0229303798
276 339 0.0229303798
276 370 0.0359816227
276 372 0.0229303798
276 380 0.0229303798
276 399 0.0468317152
276 464 0.0359816227
228 113 0.0667151069
228 125 0.0478654889
228 132 0.0234365501
228 164 0.0234365501
228 188 0.0234365501
228 190 0.0234365501
228 210 0.0234365501
228 220 0.0478654889
228 234 0.0751090028
228 245 0.0478654889
228 246 0.0234365501
228 261 0.0234365501
228 269 0.0234365501
228 301 0.0367758891
228 318 0.0830247180
228 322 0.0234365501
228 338 0.0234365501
228 382 0.0234365501
228 385 0.0234365501
228 386 0.0234365501
228 389 0.0478654889
228 399 0.0234365501
228 406 0.0478654889
228 409 0.0367758891
228 461 0.0367758891
239 102 0.0318362981
239 106 0.0650206607
239 107 0.0318362981
239 129 0.1422075200
239 163 0.0650206607
239 194 0.0318362981
239 241 0.0318362981
239 255 0.0499565065
239 269 0.0318362981
239 294 0.0318362981
239 322 0.1020283528
239 335 0.0318362981
239 343 0.0318362981
239 383 0.0499565065
239 385 0.0318362981
239 404 0.0318362981
239 447 0.0318362981
239 464 0.0318362981
295 56 0.0251996717
295 103 0.0251996717
295 116 0.0251996717
295 173 0.0395425234
295 190 0.0251996717
295 208 0.0395425234
295 214 0.0251996717
295 238 0.0395425234
295 245 0.0395425234
295 322 0.0251996717
295 341 0.0251996717
295 344 0.0251996717
295 354 0.0251996717
295 370 0.0395425234
295 372 0.0251996717
295 380 0.0251996717
295 385 0.0395425234
295 399 0.0395425234
295 427 0.0251996717
295 428 0.0251996717
338 113 0.0301997452
338 118 0.0301997452
338 132 0.0473884797
338 161 0.0301997452
